Unnamed: 0,names,id,url,mean_valence,mean_danceability,mean_energy,mean_acousticness,mean_speechiness,mean_instrumentalness,med_valence,med_danceability,med_energy,med_acousticness,med_speechiness,med_instrumentalness,sd_valence,sd_danceability,sd_energy,sd_speechiness,sd_instrumentalness,quant1_danceability,quant1_energy,quant1_acousticness,quant1_speechiness,quant1_instrumentalness,quant3_danceability,quant3_energy,quant3_acousticness,quant3_speechiness,quant3_instrumentalness,mean_popularity,med_popularity,sd_popularity,quant1_popularity,quant3_popularity
224,The Long and Winding Road,37i9dQZF1DWYHkSks5rujC,https://open.spotify.com/playlist/37i9dQZF1DWYHkSks5rujC,0.671755555555556,0.501688888888889,0.578311111111111,0.346461111111111,0.0505755555555556,0.0095275402222222,0.711,0.494,0.549,0.306,0.038,0.0,0.236769369521132,0.123993002409268,0.193533744088751,0.0538462337484145,0.0394839201373554,0.4,0.453,0.122,0.0326,0.0,0.555,0.731,0.531,0.0462,3.1e-05,60.4666666666667,63.0,10.2149622880094,52.0,67.0
225,All You Need Is Love,37i9dQZF1DX5k1GSjYBi0z,https://open.spotify.com/playlist/37i9dQZF1DX5k1GSjYBi0z,0.66616,0.5331,0.503866,0.415422,0.034854,0.0166341604,0.679,0.539,0.4845,0.3535,0.03215,0.0,0.211720200418633,0.131519107015688,0.206328091818515,0.0087266472043145,0.102263029381396,0.4175,0.33725,0.2085,0.028625,0.0,0.643,0.648,0.6395,0.037975,3.37e-05,61.16,63.0,8.44274836768217,55.25,66.75
226,Lucy In The Sky With Diamonds,37i9dQZF1DWZreqadA03A8,https://open.spotify.com/playlist/37i9dQZF1DWZreqadA03A8,0.532942857142857,0.494428571428571,0.489571428571429,0.318355734693878,0.0512673469387755,0.10600601,0.648,0.494,0.48,0.284,0.0379,0.000119,0.243402916991559,0.15463087768403,0.185774280602384,0.0494407279298282,0.232628747755861,0.38,0.369,0.0457,0.0308,1.05e-06,0.61,0.615,0.531,0.0513,0.0106,58.7959183673469,58.0,9.08978270696632,54.0,64.0
227,Here Comes The Sun,37i9dQZF1DXdwF9DytRe8w,https://open.spotify.com/playlist/37i9dQZF1DXdwF9DytRe8w,0.528391304347826,0.506565217391304,0.382745652173913,0.497068043478261,0.040745652173913,0.0451495873913043,0.545,0.503,0.366,0.563,0.03245,2.1e-05,0.195773960163912,0.145384647236818,0.153200980133972,0.0309249967683228,0.150621609884698,0.3885,0.2825,0.214,0.029425,0.0,0.6305,0.48675,0.754,0.03615,0.0035825,61.2826086956522,62.5,10.0546573917613,57.0,66.0
228,Twist and Shout,37i9dQZF1DXcHV6YH5zTsV,https://open.spotify.com/playlist/37i9dQZF1DXcHV6YH5zTsV,0.71824,0.5354,0.64178,0.282242394,0.049656,0.0407463856,0.7375,0.5305,0.6255,0.265,0.03885,1.915e-06,0.178089585344464,0.126330470414315,0.169285809523783,0.030960252068794,0.160996099673288,0.472,0.51675,0.079575,0.033325,0.0,0.61525,0.78075,0.42375,0.0519,0.00019475,61.6,64.0,7.03054559963673,58.0,66.0
229,This Is George Harrison,37i9dQZF1DWVDVRzaLYm4M,https://open.spotify.com/playlist/37i9dQZF1DWVDVRzaLYm4M,0.603479166666667,0.541291666666667,0.674395833333333,0.26965973125,0.0386958333333333,0.0144674729166667,0.623,0.5495,0.6795,0.2335,0.0317,0.001075,0.230666839936085,0.132473836571176,0.15143592698653,0.019495181710594,0.0579383583121085,0.46425,0.56975,0.0728,0.028525,3.8075e-06,0.62975,0.79425,0.46575,0.039025,0.0043775,47.5833333333333,46.5,11.3039878734883,38.75,53.25
230,This Is: Paul McCartney,37i9dQZF1DX2PB4Qx11qXU,https://open.spotify.com/playlist/37i9dQZF1DX2PB4Qx11qXU,0.534325,0.551078125,0.557190625,0.33385125,0.0364546875,0.03775706609375,0.527,0.5485,0.5605,0.292,0.033,0.000684,0.220355840648567,0.143371346530443,0.198510217816063,0.0117193359377325,0.141365988049567,0.4465,0.407,0.071425,0.03005,1.16575e-05,0.67125,0.71625,0.5865,0.0383,0.00603,46.28125,46.5,8.75498724084174,40.0,51.25
231,This Is Ringo Starr,37i9dQZF1DWULtPSrLama7,https://open.spotify.com/playlist/37i9dQZF1DWULtPSrLama7,0.707642857142857,0.610357142857143,0.616309523809524,0.200665214285714,0.0427,0.0172030169047619,0.783,0.616,0.6335,0.125,0.03345,0.00013055,0.236679862140523,0.121616514729918,0.195956004033663,0.0364121260959762,0.0808046665985607,0.562,0.49175,0.034425,0.0292,1.6125e-06,0.6925,0.7915,0.34125,0.040925,0.00285,27.4761904761905,25.5,10.9170667355831,20.25,32.75
232,This is: Sir George Martin,37i9dQZF1DX5CrSNP0mzoZ,https://open.spotify.com/playlist/37i9dQZF1DX5CrSNP0mzoZ,0.520878947368421,0.483368421052632,0.466508771929825,0.468683228070175,0.0784035087719298,0.0528716835087719,0.528,0.477,0.446,0.463,0.0359,2.99e-05,0.267074461752337,0.15296925830036,0.188005425720245,0.144779010126409,0.17340988952069,0.382,0.351,0.212,0.0318,0.0,0.581,0.593,0.738,0.0513,0.00205,41.2982456140351,36.0,20.3241279133594,24.0,63.0
233,Disney Favorites,37i9dQZF1DWVs8I62NcHks,https://open.spotify.com/playlist/37i9dQZF1DWVs8I62NcHks,0.438715492957746,0.493211267605634,0.472204225352113,0.477973366197183,0.0762591549295775,0.0006619456338028,0.372,0.495,0.489,0.494,0.0462,0.0,0.242346961811772,0.142866562667302,0.197716907606102,0.0808412793732523,0.0026776056536762,0.374,0.3275,0.191,0.03435,0.0,0.6135,0.622,0.794,0.06745,5.675e-05,60.0845070422535,62.0,9.76692154873967,52.5,66.5
234,This Is The Doors,37i9dQZF1DX95gx8SY6DLX,https://open.spotify.com/playlist/37i9dQZF1DX95gx8SY6DLX,0.61933,0.55498,0.51338,0.35223,0.045014,0.0358511232,0.6775,0.5495,0.4735,0.331,0.0386,0.0004675,0.261112799340806,0.152351297858547,0.178534497895436,0.0232277807807806,0.0964149280453631,0.422,0.388,0.15025,0.030625,4.395e-06,0.68275,0.681,0.579,0.0471,0.012875,54.64,52.5,8.09575348499421,49.0,57.0
235,This Is AC/DC,37i9dQZF1DXec50AjHrNTq,https://open.spotify.com/playlist/37i9dQZF1DXec50AjHrNTq,0.506211111111111,0.521425925925926,0.834314814814815,0.0425878125925926,0.0741666666666667,0.146592388888889,0.4885,0.524,0.86,0.003055,0.053,0.0145,0.173404987487484,0.0951627408164168,0.108847448046298,0.0525729645709045,0.2237671411528,0.458,0.7855,0.0003085,0.039325,0.00063975,0.5735,0.9055,0.03055,0.0868,0.192,62.1296296296296,61.0,8.38697619357289,55.25,64.75
236,This Is Adele,37i9dQZF1DWZUozJiHy44Y,https://open.spotify.com/playlist/37i9dQZF1DWZUozJiHy44Y,0.303808,0.52472,0.47108,0.46387244,0.039016,0.0070182616,0.28,0.556,0.446,0.346,0.0366,0.0,0.148139627041518,0.149659480154115,0.220064558709484,0.0136259152597786,0.0349962785643003,0.376,0.279,0.0651,0.0293,0.0,0.612,0.67,0.893,0.0436,4.69e-06,65.96,64.0,8.21320075650575,59.0,74.0
237,This Is Al Green,37i9dQZF1DWZMCPjHG57gq,https://open.spotify.com/playlist/37i9dQZF1DWZMCPjHG57gq,0.630423076923077,0.667192307692308,0.461884615384615,0.344346153846154,0.0583576923076923,0.03194703,0.65,0.684,0.415,0.335,0.0416,0.0003875,0.199919018220263,0.130824162670592,0.137960668865609,0.0450762214306117,0.108188737242285,0.5645,0.3875,0.1835,0.032725,7.1975e-05,0.771,0.5175,0.56275,0.0645,0.0037625,48.4230769230769,46.0,11.6487701562803,42.0,53.5
238,This Is alt-J,37i9dQZF1DWXMmak2OV7PN,https://open.spotify.com/playlist/37i9dQZF1DWXMmak2OV7PN,0.302518518518519,0.522333333333333,0.508037037037037,0.472850555555556,0.0437740740740741,0.21088662962963,0.284,0.491,0.575,0.459,0.0398,0.0436,0.206087888340867,0.138924716746434,0.19998528435891,0.0133341260448114,0.286389214466304,0.432,0.3795,0.1435,0.0341,0.00136,0.623,0.6495,0.7695,0.05055,0.355,52.6666666666667,53.0,8.20412654142367,45.5,58.0
239,This Is Aretha Franklin,37i9dQZF1DX6bJVMtDYJHx,https://open.spotify.com/playlist/37i9dQZF1DX6bJVMtDYJHx,0.622939215686275,0.590960784313725,0.550823529411765,0.404033333333333,0.0579254901960784,0.0059599501960784,0.663,0.619,0.54,0.376,0.0413,1.25e-06,0.248334758806279,0.133783849665692,0.215521665350132,0.0425006957267161,0.021833561170961,0.5145,0.358,0.2165,0.03335,0.0,0.689,0.738,0.597,0.0654,0.00011065,47.3921568627451,45.0,8.33325490159169,41.0,50.0
240,This Is blink-182,37i9dQZF1DX4EKARgqYPFZ,https://open.spotify.com/playlist/37i9dQZF1DX4EKARgqYPFZ,0.56396,0.45436,0.91012,0.0107896326,0.074374,0.0022626752,0.5885,0.4785,0.9375,0.00167,0.0647,1.6e-06,0.175492770942456,0.101609046680632,0.0714364681349228,0.0367476547078941,0.007279312894057,0.41025,0.889,0.0006595,0.046575,0.0,0.53175,0.958,0.0087325,0.095875,2.0325e-05,57.98,57.0,7.78667097660863,52.0,62.0
241,This Is Bruno Mars,37i9dQZF1DX177vQ7mVRmP,https://open.spotify.com/playlist/37i9dQZF1DX177vQ7mVRmP,0.636,0.679840909090909,0.694409090909091,0.187412613636364,0.0678295454545454,0.0002736854545454,0.642,0.6915,0.701,0.05075,0.0485,0.0,0.22355364581715,0.113535558036631,0.144288683206549,0.0478734066079875,0.0017322741106075,0.58675,0.599,0.017775,0.04005,0.0,0.747,0.8085,0.30575,0.08135,3.875e-07,69.9772727272727,69.5,8.6036461615252,64.75,75.25
242,This is: Carole King,37i9dQZF1DX6GiJlVeD6Ou,https://open.spotify.com/playlist/37i9dQZF1DX6GiJlVeD6Ou,0.581,0.570586956521739,0.465978260869565,0.550823913043478,0.0337847826086956,0.0323523310869565,0.5785,0.61,0.4645,0.6285,0.03155,5.365e-05,0.204724421818426,0.131373018722678,0.183651177705082,0.0081803006571017,0.110432347919017,0.45575,0.33825,0.27125,0.029125,2.7325e-06,0.6775,0.58725,0.7975,0.035275,0.002135,40.5,37.0,10.8540826932132,33.25,42.0
243,This is Deep Purple,37i9dQZF1DX5WtNRbfbuUo,https://open.spotify.com/playlist/37i9dQZF1DX5WtNRbfbuUo,0.563355102040816,0.457632653061224,0.745655102040816,0.0857829081632653,0.0559877551020408,0.177321381428571,0.554,0.49,0.795,0.00602,0.0421,0.0212,0.217998976546933,0.129747301493703,0.19105136641449,0.0520071254439118,0.264647257337221,0.357,0.67,0.000915,0.0347,0.000364,0.553,0.891,0.0506,0.058,0.353,44.5102040816327,41.0,9.91026918777435,38.0,48.0
244,This Is Depeche Mode,37i9dQZF1DX3BSwupE5hR7,https://open.spotify.com/playlist/37i9dQZF1DX3BSwupE5hR7,0.527521568627451,0.588745098039216,0.753450980392157,0.135621235294118,0.039321568627451,0.103236966666667,0.577,0.585,0.78,0.0795,0.0353,0.0329,0.274075219101418,0.111931022176563,0.168450148557428,0.0146807263270656,0.180259275969259,0.519,0.636,0.0119,0.03005,0.00183,0.6595,0.898,0.177,0.04265,0.103,51.2745098039216,49.0,7.04010917918905,46.0,54.5
245,This Is: Dispatch,37i9dQZF1DWVRrLXgTbWFy,https://open.spotify.com/playlist/37i9dQZF1DWVRrLXgTbWFy,0.487904347826087,0.504239130434783,0.678913043478261,0.348960869565217,0.0558847826086957,0.0171959295652174,0.498,0.512,0.698,0.2685,0.04325,4e-06,0.183683746279694,0.116788542965977,0.156193302756831,0.0330594210300268,0.0823537394634814,0.40675,0.62825,0.11625,0.035375,0.0,0.578,0.77675,0.52125,0.06395,9.19e-05,35.0869565217391,35.0,10.7203359958881,28.0,39.0
246,This Is Ed Sheeran,37i9dQZF1DWWxPM4nWdhyI,https://open.spotify.com/playlist/37i9dQZF1DWWxPM4nWdhyI,0.522142857142857,0.684142857142857,0.504021428571429,0.406469047619048,0.0698785714285714,0.0002203364285714,0.5345,0.6785,0.47,0.436,0.04665,0.0,0.264456697679857,0.120971387753684,0.199063710276707,0.053939729399261,0.000870336777754,0.58975,0.34825,0.1635,0.0377,0.0,0.78925,0.652,0.6005,0.08185,2.7975e-06,70.2380952380952,70.0,11.6048970399475,67.0,77.75
247,This Is Future,37i9dQZF1DWVstK6FYh8Nw,https://open.spotify.com/playlist/37i9dQZF1DWVstK6FYh8Nw,0.322162,0.79462,0.5617,0.0672482,0.202024,0.0239831894,0.298,0.8055,0.561,0.03065,0.189,0.0,0.150294427897853,0.10016677725327,0.108392380559084,0.116757303770143,0.0880560045120584,0.7295,0.475,0.0093225,0.1115,0.0,0.85275,0.62875,0.072175,0.26425,6.4975e-05,57.96,56.0,7.33724076481182,53.0,61.0
248,This Is: George Michael,37i9dQZF1DXcIVSTUG9zAG,https://open.spotify.com/playlist/37i9dQZF1DXcIVSTUG9zAG,0.544602127659574,0.630617021276596,0.561106382978723,0.258454468085106,0.0476765957446809,0.0091142002127659,0.596,0.659,0.618,0.162,0.0394,3.36e-05,0.292317198537123,0.157723554689773,0.232643806301706,0.0292707393050374,0.0457923691454137,0.5415,0.391,0.0837,0.0319,0.0,0.7495,0.7535,0.305,0.0503,0.0004095,54.2127659574468,51.0,8.77480625380751,47.0,60.5
249,This Is: Gillian Welch,37i9dQZF1DWUifRttnt99X,https://open.spotify.com/playlist/37i9dQZF1DWUifRttnt99X,0.373728813559322,0.58028813559322,0.229320338983051,0.810677966101695,0.0338966101694915,0.0064273708474576,0.351,0.584,0.186,0.882,0.0331,3.1e-05,0.20503488605672,0.089106493986701,0.161319900411724,0.0050165919913304,0.0285586814610024,0.513,0.1135,0.787,0.02985,0.0,0.646,0.317,0.9205,0.03695,0.000368,29.1694915254237,28.0,8.58658244081183,23.0,33.0
250,This Is James Arthur,37i9dQZF1DX3Csy1LFxjkI,https://open.spotify.com/playlist/37i9dQZF1DX3Csy1LFxjkI,0.398825,0.499975,0.6033,0.330058675,0.0755475,8.006e-06,0.322,0.503,0.601,0.235,0.0512,0.0,0.195211770281431,0.148858302525486,0.162894365645268,0.078424214560856,3.15482817444253e-05,0.37475,0.48475,0.12,0.03725,0.0,0.62325,0.72775,0.54675,0.092675,0.0,62.225,57.0,11.3125469258129,53.0,72.25
251,This is: Jamiroquai,37i9dQZF1DX9OTdoPfdJpF,https://open.spotify.com/playlist/37i9dQZF1DX9OTdoPfdJpF,0.70924,0.6924,0.77292,0.1581202,0.067794,0.1332660666,0.724,0.704,0.7865,0.06065,0.0536,0.000895,0.179981468433814,0.12176524754709,0.136057436850945,0.0422464026242931,0.254536296726613,0.6345,0.69525,0.0186,0.0444,4.9125e-05,0.777,0.875,0.2405,0.073725,0.102,47.88,47.0,11.8797375082662,46.0,51.0
252,This Is John Mayer,37i9dQZF1DWYrlaUEYy4Vg,https://open.spotify.com/playlist/37i9dQZF1DWYrlaUEYy4Vg,0.456983333333333,0.623116666666667,0.493181666666667,0.449869166666667,0.0331883333333333,0.0619123715,0.4375,0.6095,0.47,0.4705,0.02905,0.001305,0.193278449495923,0.101662134288154,0.200209078420338,0.0136211959910277,0.188094550996001,0.55675,0.3585,0.16875,0.026525,8.175e-05,0.68125,0.6435,0.6805,0.036125,0.0131,61.05,60.0,6.82076838456872,56.0,65.0
253,This Is John Legend,37i9dQZF1DX8DxW4iib3Eq,https://open.spotify.com/playlist/37i9dQZF1DX8DxW4iib3Eq,0.453719298245614,0.53219298245614,0.606078947368421,0.417005263157895,0.100394736842105,0.0011025238596491,0.446,0.53,0.639,0.347,0.0588,0.0,0.184984531629961,0.115015129221658,0.212250016605116,0.0985596618099424,0.0071800416593998,0.447,0.461,0.118,0.04,0.0,0.622,0.781,0.749,0.0958,1.56e-05,53.2631578947368,51.0,9.14276903153031,47.0,58.0
254,This Is Justin Bieber,37i9dQZF1DXc2aPBXGmXrt,https://open.spotify.com/playlist/37i9dQZF1DXc2aPBXGmXrt,0.547747540983607,0.656262295081967,0.621950819672131,0.239209967213115,0.0841950819672131,0.000192015409836,0.547,0.658,0.63,0.0912,0.0534,0.0,0.224254914926858,0.103147936098167,0.163766238505734,0.0854647167475747,0.001040396917182,0.602,0.508,0.0401,0.0371,0.0,0.722,0.76,0.345,0.0872,3.13e-06,56.3606557377049,69.0,29.8317687412179,37.0,74.0
255,This Is Lady Gaga,37i9dQZF1DXc7FZ2VBjaeT,https://open.spotify.com/playlist/37i9dQZF1DXc7FZ2VBjaeT,0.501838888888889,0.646814814814815,0.723407407407407,0.144431074074074,0.0624185185185185,0.0018132381481481,0.467,0.6615,0.7905,0.02765,0.0448,2.46e-06,0.210780601678677,0.126714368155844,0.183372033270083,0.0532078093079268,0.0074991868494003,0.577,0.64025,0.0032875,0.03755,0.0,0.729,0.8565,0.139,0.0638,6.6725e-05,62.2592592592593,63.5,11.7203019878429,56.25,69.5
256,This Is LANY,37i9dQZF1DX1xlmTNXq2Qg,https://open.spotify.com/playlist/37i9dQZF1DX1xlmTNXq2Qg,0.389703571428571,0.618732142857143,0.582535714285714,0.261187142857143,0.0756428571428571,0.0310990407142857,0.4,0.6485,0.621,0.146,0.0438,1.42e-05,0.18347069319033,0.136003808913431,0.157123572016158,0.12310002711342,0.133747953446088,0.54425,0.45875,0.0507,0.0359,0.0,0.714,0.6715,0.456,0.066675,0.002595,56.6071428571429,55.0,7.28554876308029,50.75,62.25
257,This Is Laura Marling,37i9dQZF1DX3Hdbt1R3mYP,https://open.spotify.com/playlist/37i9dQZF1DX3Hdbt1R3mYP,0.384978260869565,0.471152173913043,0.35339347826087,0.597077173913043,0.0416478260869565,0.01027267,0.354,0.4645,0.303,0.7325,0.03735,0.000268,0.177200011177631,0.12027597291993,0.220926790691873,0.0102118610586021,0.0249293552592927,0.3765,0.186,0.29225,0.03465,4.0625e-06,0.55025,0.52575,0.877,0.0475,0.00317,38.5652173913044,37.5,8.8760656297034,31.5,45.75
258,This Is Miranda Lambert,37i9dQZF1DWULYh276RumE,https://open.spotify.com/playlist/37i9dQZF1DWULYh276RumE,0.451862903225806,0.523338709677419,0.649822580645161,0.223177258064516,0.0389258064516129,0.0033776525806451,0.4235,0.515,0.69,0.144,0.03305,2.415e-05,0.21756698929474,0.0943013904854435,0.204729771850006,0.0165337105758069,0.0100552148038306,0.44475,0.507,0.030125,0.02905,1.5775e-06,0.58925,0.81825,0.31875,0.042475,0.00038575,48.0322580645161,44.0,9.28592755492211,40.0,53.75
259,This Is Muse,37i9dQZF1DWTG97QsiXgEX,https://open.spotify.com/playlist/37i9dQZF1DWTG97QsiXgEX,0.345852,0.4471,0.77922,0.0932164768,0.054588,0.1029161478,0.3255,0.447,0.842,0.00284,0.047,0.0082,0.210576751473719,0.131757701242602,0.192689905267081,0.0274238138731092,0.200110373854278,0.3925,0.682,0.0003985,0.038875,0.0004305,0.508,0.9225,0.0596,0.058325,0.097,58.94,57.0,6.96173213257407,54.25,62.75
260,This Is Neil Young,37i9dQZF1DWT6VDwxLyl0W,https://open.spotify.com/playlist/37i9dQZF1DWT6VDwxLyl0W,0.47518,0.49792,0.45497,0.40773152,0.04576,0.0165857288,0.464,0.5015,0.41,0.3925,0.0329,0.001195,0.187032867350602,0.113732381905408,0.236063053017621,0.0765016179634157,0.0426939792263727,0.41725,0.27,0.0449,0.029325,0.00020175,0.55825,0.6495,0.70275,0.037375,0.0101175,48.48,47.5,10.0452852175556,40.0,54.0
261,This Is Nina Simone,37i9dQZF1DX8OYzU0lx5hL,https://open.spotify.com/playlist/37i9dQZF1DX8OYzU0lx5hL,0.47592,0.47972,0.3197692,0.75978,0.054724,0.009334437,0.516,0.4555,0.327,0.8155,0.0417,1.3e-05,0.218283455485695,0.132035715638162,0.195333849233792,0.0347890526998811,0.0620464654887366,0.37775,0.19275,0.6685,0.0349,0.0,0.57175,0.40825,0.9115,0.064525,8.0325e-05,50.72,48.0,7.61588029403438,46.0,53.0
262,This Is New Edition,37i9dQZF1DWThFkopzOaNW,https://open.spotify.com/playlist/37i9dQZF1DWThFkopzOaNW,0.685717391304348,0.686347826086957,0.600891304347826,0.210791673913043,0.0569739130434783,0.0098996913043478,0.7365,0.698,0.6215,0.10905,0.04305,1.73e-05,0.208885046860546,0.0901098631649917,0.178669928858386,0.0424421511381871,0.0409107020496873,0.6205,0.46725,0.024475,0.03515,0.0,0.73775,0.728,0.402,0.056425,0.000104925,37.804347826087,41.5,15.9396355252035,32.25,47.0
263,This Is One Direction,37i9dQZF1DX6p4TJxzMRDe,https://open.spotify.com/playlist/37i9dQZF1DX6p4TJxzMRDe,0.52494,0.584,0.75436,0.1173156,0.04947,2.58e-08,0.503,0.5765,0.7835,0.04415,0.04345,0.0,0.19626371367658,0.0915606189296223,0.164946343780426,0.0237416129122153,1.82433549546129e-07,0.515,0.7,0.017175,0.03325,0.0,0.65075,0.868,0.123,0.0565,0.0,71.16,70.0,6.06212732917266,67.0,75.75
264,This Is OneRepublic,37i9dQZF1DXbZBKpgxsyXU,https://open.spotify.com/playlist/37i9dQZF1DXbZBKpgxsyXU,0.379907692307692,0.535025641025641,0.695897435897436,0.154049666666667,0.0511923076923077,0.0002789976923076,0.344,0.564,0.713,0.0849,0.0382,0.0,0.191320525193519,0.121898250749395,0.145692682125189,0.0479705083995715,0.0016642927765024,0.4795,0.603,0.04445,0.0336,0.0,0.6085,0.807,0.205,0.04495,2.035e-06,60.3846153846154,62.0,11.5408094777104,50.0,67.5
265,This Is Raffi,37i9dQZF1DX4dWEvmDfGoP,https://open.spotify.com/playlist/37i9dQZF1DX4dWEvmDfGoP,0.684307692307692,0.686403846153846,0.242659615384615,0.741173076923077,0.0971692307692308,0.0190332286538462,0.7095,0.7055,0.1885,0.7905,0.05815,0.0,0.200813984598325,0.118349475775305,0.162778425438031,0.139913531474239,0.130779963530719,0.6195,0.105,0.60675,0.03655,0.0,0.76125,0.36725,0.87125,0.10525,5.18e-06,46.6538461538462,45.0,5.87745648397037,42.0,49.0
266,This Is Prince,37i9dQZF1DX6JzJ8vAK836,https://open.spotify.com/playlist/37i9dQZF1DX6JzJ8vAK836,0.599730136986301,0.715041095890411,0.554309589041096,0.198214876712329,0.0780493150684931,0.0704078701369863,0.642,0.747,0.563,0.0964,0.0638,0.00138,0.226652620082493,0.161391039813602,0.222926258463037,0.0644629396614995,0.192729500764582,0.614,0.414,0.0353,0.0424,7.02e-05,0.846,0.741,0.287,0.0869,0.0122,45.1643835616438,43.0,9.53941195868507,39.0,50.0
267,This Is: Rag'n'Bone Man,37i9dQZF1DWXqcBHh7a68E,https://open.spotify.com/playlist/37i9dQZF1DWXqcBHh7a68E,0.409287878787879,0.560787878787879,0.600424242424242,0.354189909090909,0.11430303030303,0.0013926287878787,0.393,0.577,0.663,0.265,0.084,0.0,0.172825012218963,0.137325060890155,0.179751569934561,0.0917823835386198,0.0060332347191757,0.478,0.488,0.11,0.0372,0.0,0.645,0.728,0.546,0.159,1.36e-05,51.4242424242424,50.0,7.44576348935379,47.0,52.0
268,This Is Soundgarden,37i9dQZF1DX024QaIPhrkq,https://open.spotify.com/playlist/37i9dQZF1DX024QaIPhrkq,0.386964,0.38766,0.8222,0.0128583844,0.059006,0.1722545972,0.339,0.3635,0.835,0.00123,0.0512,0.01051,0.195927702992711,0.107837105045016,0.113789278932595,0.0326818954437456,0.274433715626992,0.30875,0.7445,6.425e-05,0.036375,0.0007095,0.47575,0.9215,0.0055125,0.069475,0.22825,42.44,39.5,11.2633775338212,35.0,46.0
269,This Is: Status Quo,37i9dQZF1DX1zj9CzXszqD,https://open.spotify.com/playlist/37i9dQZF1DX1zj9CzXszqD,0.710131578947368,0.536210526315789,0.793,0.137232631578947,0.0376131578947368,0.0639863084210526,0.783,0.549,0.8275,0.0886,0.03465,1.225e-05,0.227982238645865,0.118853113501097,0.140930690268158,0.0112710384915099,0.211473373888328,0.45975,0.71925,0.039325,0.03175,0.0,0.63825,0.9,0.15025,0.0398,0.00047725,36.6052631578947,35.5,7.74784878141585,32.0,39.75
270,This Is Stevie Wonder,37i9dQZF1DWWYIyS8LLUDj,https://open.spotify.com/playlist/37i9dQZF1DWWYIyS8LLUDj,0.636998,0.60552,0.54226,0.27106394,0.050936,0.0023641186,0.6795,0.606,0.5475,0.206,0.04265,0.0,0.269299522563745,0.147244935466074,0.177997226531936,0.0281141315326783,0.0109801347380542,0.52025,0.44625,0.084625,0.0334,0.0,0.7135,0.64475,0.35075,0.0585,3.0925e-05,52.84,50.0,9.49190847672965,46.25,58.5
271,This Is The Beach Boys,37i9dQZF1DXaZan2kzvaVc,https://open.spotify.com/playlist/37i9dQZF1DXaZan2kzvaVc,0.509586,0.45994,0.47353,0.465497,0.032986,0.0489126224,0.4925,0.4745,0.5095,0.492,0.03035,1.995e-05,0.286284549477243,0.131253363027857,0.1976982448592,0.0071045834587573,0.159442951677154,0.3645,0.33375,0.2635,0.029175,0.0,0.56275,0.61575,0.6655,0.035,0.00075575,44.98,46.5,16.2474362184767,40.25,52.75
272,This Is The Rolling Stones,37i9dQZF1DX5COO9vTaRpO,https://open.spotify.com/playlist/37i9dQZF1DX5COO9vTaRpO,0.650998039215686,0.555607843137255,0.741352941176471,0.345143137254902,0.0491882352941176,0.118215677647059,0.714,0.562,0.779,0.363,0.0395,0.0215,0.236592071287434,0.120601505534777,0.171778674291009,0.0333408437029348,0.223956237753396,0.473,0.6255,0.1275,0.0309,0.000181,0.632,0.87,0.5045,0.0503,0.0928,58.0980392156863,57.0,11.444221077838,53.0,63.5
273,This Is The Weeknd,37i9dQZF1DX6bnzK9KPvrz,https://open.spotify.com/playlist/37i9dQZF1DX6bnzK9KPvrz,0.343652307692308,0.603215384615385,0.606061538461538,0.224030769230769,0.08924,0.0094691706153846,0.319,0.624,0.63,0.142,0.064,6.35e-06,0.198303675826127,0.120710072631141,0.142322792987793,0.0716948128353788,0.0429348496688943,0.517,0.505,0.0646,0.0425,0.0,0.68,0.714,0.337,0.1,0.000156,71.8153846153846,70.0,8.43706907731498,66.0,75.0
274,This Is Thomas Rhett,37i9dQZF1DXctzlWgrxNLn,https://open.spotify.com/playlist/37i9dQZF1DXctzlWgrxNLn,0.630380952380952,0.594821428571429,0.717833333333333,0.0801144166666667,0.0450119047619048,0.0001125798809523,0.6395,0.598,0.7415,0.0295,0.03515,0.0,0.204261815500037,0.106767528197728,0.138064751120654,0.0334611927885752,0.0007004983958178,0.54275,0.6345,0.007225,0.030175,0.0,0.67375,0.8225,0.087625,0.044125,2.1525e-06,42.1190476190476,43.5,16.3923320024831,31.0,51.25
275,This Is: Trey Songz,37i9dQZF1DX5xFQkXoZxdM,https://open.spotify.com/playlist/37i9dQZF1DX5xFQkXoZxdM,0.391989285714286,0.654660714285714,0.583803571428571,0.158210892857143,0.121357142857143,1.50410714285714e-06,0.3615,0.6765,0.5795,0.0695,0.0837,0.0,0.178012766323166,0.106700136625237,0.117545878028787,0.0884861650349782,6.13869123652612e-06,0.59825,0.4905,0.03805,0.062075,0.0,0.712,0.64425,0.258,0.151,0.0,48.7142857142857,47.0,8.78369209121351,43.0,54.25
276,This Is Bob Dylan,37i9dQZF1DX8f6VxHEcGCN,https://open.spotify.com/playlist/37i9dQZF1DX8f6VxHEcGCN,0.516969863013699,0.534671232876712,0.428065753424658,0.521465205479452,0.0440575342465753,0.0219872171232877,0.468,0.531,0.41,0.539,0.0371,1.24e-05,0.216571798900844,0.113061199601823,0.219112805307612,0.0351029989135473,0.114810220459735,0.446,0.243,0.251,0.032,0.0,0.607,0.581,0.785,0.043,0.000299,50.3013698630137,49.0,9.06103521726539,44.0,53.0
